class	variable	value
Simple_repeat	Histoplasma capsulatum HISSP-FGFAR0189	0.005344137
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-FGFAR0189	0
Unknown	Histoplasma capsulatum HISSP-FGFAR0189	0.011627382
MITE/DTC	Histoplasma capsulatum HISSP-FGFAR0189	1.9e-5
MITE/DTH	Histoplasma capsulatum HISSP-FGFAR0189	0
MITE/DTT	Histoplasma capsulatum HISSP-FGFAR0189	2.2e-5
LTR/TRIM	Histoplasma capsulatum HISSP-FGFAR0189	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-FGFAR0189	0
LTR/Copia_1	Histoplasma capsulatum HISSP-FGFAR0189	0
LTR/Copia_2	Histoplasma capsulatum HISSP-FGFAR0189	0
LTR/Copia_4	Histoplasma capsulatum HISSP-FGFAR0189	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-FGFAR0189	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-FGFAR0189	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-FGFAR0189	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-FGFAR0189	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-FGFAR0189	0
LTR/Solo	Histoplasma capsulatum HISSP-FGFAR0189	0
MITE/DTA	Histoplasma capsulatum HISSP-FGFAR0189	0
Satellite	Histoplasma capsulatum HISSP-FGFAR0189	0
DNA/DTA	Histoplasma capsulatum HISSP-FGFAN2059	0
DNA/DTC	Histoplasma capsulatum HISSP-FGFAN2059	0.031369639
DNA/DTH	Histoplasma capsulatum HISSP-FGFAN2059	0
DNA/DTM	Histoplasma capsulatum HISSP-FGFAN2059	0.007970699
DNA/DTT	Histoplasma capsulatum HISSP-FGFAN2059	0
DNA/Helitron	Histoplasma capsulatum HISSP-FGFAN2059	0.001252463
LINE/unknown	Histoplasma capsulatum HISSP-FGFAN2059	0.003145496
LTR/Copia	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Gypsy	Histoplasma capsulatum HISSP-FGFAN2059	0.090494887
LTR/unknown	Histoplasma capsulatum HISSP-FGFAN2059	0.034162838
Low_complexity	Histoplasma capsulatum HISSP-FGFAN2059	0.003088727
MITE/DTM	Histoplasma capsulatum HISSP-FGFAN2059	9.17e-5
Simple_repeat	Histoplasma capsulatum HISSP-FGFAN2059	0.014023481
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-FGFAN2059	0
Unknown	Histoplasma capsulatum HISSP-FGFAN2059	0.074038138
MITE/DTC	Histoplasma capsulatum HISSP-FGFAN2059	0
MITE/DTH	Histoplasma capsulatum HISSP-FGFAN2059	0
MITE/DTT	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/TRIM	Histoplasma capsulatum HISSP-FGFAN2059	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Copia_1	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Copia_2	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Copia_4	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-FGFAN2059	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-FGFAN2059	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-FGFAN2059	0
LTR/Solo	Histoplasma capsulatum HISSP-FGFAN2059	0
MITE/DTA	Histoplasma capsulatum HISSP-FGFAN2059	0
Satellite	Histoplasma capsulatum HISSP-FGFAN2059	0
DNA/DTA	Histoplasma capsulatum HISSP-FGBON2001	1.55e-4
DNA/DTC	Histoplasma capsulatum HISSP-FGBON2001	0.02102133
DNA/DTH	Histoplasma capsulatum HISSP-FGBON2001	1.26e-4
DNA/DTM	Histoplasma capsulatum HISSP-FGBON2001	7.35e-4
DNA/DTT	Histoplasma capsulatum HISSP-FGBON2001	1.31e-4
DNA/Helitron	Histoplasma capsulatum HISSP-FGBON2001	0.002411303
LINE/unknown	Histoplasma capsulatum HISSP-FGBON2001	0.002910492
LTR/Copia	Histoplasma capsulatum HISSP-FGBON2001	0.014770742
LTR/Gypsy	Histoplasma capsulatum HISSP-FGBON2001	0.009496615
LTR/unknown	Histoplasma capsulatum HISSP-FGBON2001	0.125992484
Low_complexity	Histoplasma capsulatum HISSP-FGBON2001	0.003132122
MITE/DTM	Histoplasma capsulatum HISSP-FGBON2001	1.39e-4
Simple_repeat	Histoplasma capsulatum HISSP-FGBON2001	0.012799025
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-FGBON2001	0
Unknown	Histoplasma capsulatum HISSP-FGBON2001	0.062100632
MITE/DTC	Histoplasma capsulatum HISSP-FGBON2001	0
MITE/DTH	Histoplasma capsulatum HISSP-FGBON2001	0
MITE/DTT	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/TRIM	Histoplasma capsulatum HISSP-FGBON2001	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/Copia_1	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/Copia_2	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/Copia_4	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-FGBON2001	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-FGBON2001	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-FGBON2001	0
LTR/Solo	Histoplasma capsulatum HISSP-FGBON2001	0
MITE/DTA	Histoplasma capsulatum HISSP-FGBON2001	0
Satellite	Histoplasma capsulatum HISSP-FGBON2001	0
DNA/DTA	Histoplasma capsulatum HISSP-FGBIK205	0
DNA/DTC	Histoplasma capsulatum HISSP-FGBIK205	1.85e-4
DNA/DTH	Histoplasma capsulatum HISSP-FGBIK205	0
DNA/DTM	Histoplasma capsulatum HISSP-FGBIK205	3e-4
DNA/DTT	Histoplasma capsulatum HISSP-FGBIK205	0.004635354
DNA/Helitron	Histoplasma capsulatum HISSP-FGBIK205	0.003617362
LINE/unknown	Histoplasma capsulatum HISSP-FGBIK205	0.002263565
LTR/Copia	Histoplasma capsulatum HISSP-FGBIK205	0.002167111
LTR/Gypsy	Histoplasma capsulatum HISSP-FGBIK205	0.094279076
LTR/unknown	Histoplasma capsulatum HISSP-FGBIK205	0.058257998
Low_complexity	Histoplasma capsulatum HISSP-FGBIK205	0.003513047
MITE/DTM	Histoplasma capsulatum HISSP-FGBIK205	2.01e-4
Simple_repeat	Histoplasma capsulatum HISSP-FGBIK205	0.015180232
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-FGBIK205	0
Unknown	Histoplasma capsulatum HISSP-FGBIK205	0.04774707
MITE/DTC	Histoplasma capsulatum HISSP-FGBIK205	1.11e-4
MITE/DTH	Histoplasma capsulatum HISSP-FGBIK205	0
MITE/DTT	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/TRIM	Histoplasma capsulatum HISSP-FGBIK205	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/Copia_1	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/Copia_2	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/Copia_4	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-FGBIK205	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-FGBIK205	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-FGBIK205	0
LTR/Solo	Histoplasma capsulatum HISSP-FGBIK205	0
MITE/DTA	Histoplasma capsulatum HISSP-FGBIK205	7.9e-5
Satellite	Histoplasma capsulatum HISSP-FGBIK205	0
DNA/DTA	Histoplasma capsulatum HISSP-FGAMA2041	0
DNA/DTC	Histoplasma capsulatum HISSP-FGAMA2041	9.99e-4
DNA/DTH	Histoplasma capsulatum HISSP-FGAMA2041	0
DNA/DTM	Histoplasma capsulatum HISSP-FGAMA2041	0.010968216
DNA/DTT	Histoplasma capsulatum HISSP-FGAMA2041	0
DNA/Helitron	Histoplasma capsulatum HISSP-FGAMA2041	0.001570243
LINE/unknown	Histoplasma capsulatum HISSP-FGAMA2041	0.002832722
LTR/Copia	Histoplasma capsulatum HISSP-FGAMA2041	0.002462369
LTR/Gypsy	Histoplasma capsulatum HISSP-FGAMA2041	0.137506162
LTR/unknown	Histoplasma capsulatum HISSP-FGAMA2041	0.030228713
Low_complexity	Histoplasma capsulatum HISSP-FGAMA2041	0.003465783
MITE/DTM	Histoplasma capsulatum HISSP-FGAMA2041	2.74e-5
Simple_repeat	Histoplasma capsulatum HISSP-FGAMA2041	0.013748297
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-FGAMA2041	0
Unknown	Histoplasma capsulatum HISSP-FGAMA2041	0.075808122
MITE/DTC	Histoplasma capsulatum HISSP-FGAMA2041	1.62e-5
MITE/DTH	Histoplasma capsulatum HISSP-FGAMA2041	5.61e-6
MITE/DTT	Histoplasma capsulatum HISSP-FGAMA2041	1.86e-5
LTR/TRIM	Histoplasma capsulatum HISSP-FGAMA2041	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-FGAMA2041	0
LTR/Copia_1	Histoplasma capsulatum HISSP-FGAMA2041	0
LTR/Copia_2	Histoplasma capsulatum HISSP-FGAMA2041	0
LTR/Copia_4	Histoplasma capsulatum HISSP-FGAMA2041	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-FGAMA2041	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-FGAMA2041	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-FGAMA2041	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-FGAMA2041	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-FGAMA2041	0
LTR/Solo	Histoplasma capsulatum HISSP-FGAMA2041	0
MITE/DTA	Histoplasma capsulatum HISSP-FGAMA2041	0
Satellite	Histoplasma capsulatum HISSP-FGAMA2041	0
DNA/DTA	Histoplasma capsulatum HISSP-CM6408	0
DNA/DTC	Histoplasma capsulatum HISSP-CM6408	0.002122993
DNA/DTH	Histoplasma capsulatum HISSP-CM6408	7.54e-5
DNA/DTM	Histoplasma capsulatum HISSP-CM6408	1.78e-4
DNA/DTT	Histoplasma capsulatum HISSP-CM6408	0
DNA/Helitron	Histoplasma capsulatum HISSP-CM6408	0.001401692
LINE/unknown	Histoplasma capsulatum HISSP-CM6408	0.002491025
LTR/Copia	Histoplasma capsulatum HISSP-CM6408	0
LTR/Gypsy	Histoplasma capsulatum HISSP-CM6408	0.016238457
LTR/unknown	Histoplasma capsulatum HISSP-CM6408	0.080814103
Low_complexity	Histoplasma capsulatum HISSP-CM6408	0.00352407
MITE/DTM	Histoplasma capsulatum HISSP-CM6408	1.72e-4
Simple_repeat	Histoplasma capsulatum HISSP-CM6408	0.013551996
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-CM6408	0
Unknown	Histoplasma capsulatum HISSP-CM6408	0.056467125
MITE/DTC	Histoplasma capsulatum HISSP-CM6408	3.72e-4
MITE/DTH	Histoplasma capsulatum HISSP-CM6408	0
MITE/DTT	Histoplasma capsulatum HISSP-CM6408	0
LTR/TRIM	Histoplasma capsulatum HISSP-CM6408	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-CM6408	0
LTR/Copia_1	Histoplasma capsulatum HISSP-CM6408	0
LTR/Copia_2	Histoplasma capsulatum HISSP-CM6408	0
LTR/Copia_4	Histoplasma capsulatum HISSP-CM6408	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-CM6408	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-CM6408	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-CM6408	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-CM6408	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-CM6408	0
LTR/Solo	Histoplasma capsulatum HISSP-CM6408	0
MITE/DTA	Histoplasma capsulatum HISSP-CM6408	0
Satellite	Histoplasma capsulatum HISSP-CM6408	0
DNA/DTA	Histoplasma capsulatum HISSP-CM6015	0
DNA/DTC	Histoplasma capsulatum HISSP-CM6015	0
DNA/DTH	Histoplasma capsulatum HISSP-CM6015	0
DNA/DTM	Histoplasma capsulatum HISSP-CM6015	1.9e-4
DNA/DTT	Histoplasma capsulatum HISSP-CM6015	0
DNA/Helitron	Histoplasma capsulatum HISSP-CM6015	0.002506321
LINE/unknown	Histoplasma capsulatum HISSP-CM6015	0.012631578
LTR/Copia	Histoplasma capsulatum HISSP-CM6015	0.004533006
LTR/Gypsy	Histoplasma capsulatum HISSP-CM6015	0.06320287
LTR/unknown	Histoplasma capsulatum HISSP-CM6015	0.14159965
Low_complexity	Histoplasma capsulatum HISSP-CM6015	0.00307633
MITE/DTM	Histoplasma capsulatum HISSP-CM6015	0.003340656
Simple_repeat	Histoplasma capsulatum HISSP-CM6015	0.012349126
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-CM6015	0
Unknown	Histoplasma capsulatum HISSP-CM6015	0.065718943
MITE/DTC	Histoplasma capsulatum HISSP-CM6015	1.68e-5
MITE/DTH	Histoplasma capsulatum HISSP-CM6015	0
MITE/DTT	Histoplasma capsulatum HISSP-CM6015	0
LTR/TRIM	Histoplasma capsulatum HISSP-CM6015	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-CM6015	0
LTR/Copia_1	Histoplasma capsulatum HISSP-CM6015	0
LTR/Copia_2	Histoplasma capsulatum HISSP-CM6015	0
LTR/Copia_4	Histoplasma capsulatum HISSP-CM6015	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-CM6015	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-CM6015	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-CM6015	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-CM6015	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-CM6015	0
LTR/Solo	Histoplasma capsulatum HISSP-CM6015	0
MITE/DTA	Histoplasma capsulatum HISSP-CM6015	0
Satellite	Histoplasma capsulatum HISSP-CM6015	0
DNA/DTA	Histoplasma capsulatum HISSP-B05821	0
DNA/DTC	Histoplasma capsulatum HISSP-B05821	8.74e-4
DNA/DTH	Histoplasma capsulatum HISSP-B05821	3.43e-4
DNA/DTM	Histoplasma capsulatum HISSP-B05821	2.17e-4
DNA/DTT	Histoplasma capsulatum HISSP-B05821	0
DNA/Helitron	Histoplasma capsulatum HISSP-B05821	0.004523742
LINE/unknown	Histoplasma capsulatum HISSP-B05821	0.007697237
LTR/Copia	Histoplasma capsulatum HISSP-B05821	0.00372653
LTR/Gypsy	Histoplasma capsulatum HISSP-B05821	0.153487856
LTR/unknown	Histoplasma capsulatum HISSP-B05821	0.289383639
Low_complexity	Histoplasma capsulatum HISSP-B05821	0.002756494
MITE/DTM	Histoplasma capsulatum HISSP-B05821	0
Simple_repeat	Histoplasma capsulatum HISSP-B05821	0.009897955
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-B05821	0
Unknown	Histoplasma capsulatum HISSP-B05821	0.056742067
MITE/DTC	Histoplasma capsulatum HISSP-B05821	4.18e-5
MITE/DTH	Histoplasma capsulatum HISSP-B05821	0
MITE/DTT	Histoplasma capsulatum HISSP-B05821	0
LTR/TRIM	Histoplasma capsulatum HISSP-B05821	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-B05821	0
LTR/Copia_1	Histoplasma capsulatum HISSP-B05821	0
LTR/Copia_2	Histoplasma capsulatum HISSP-B05821	0
LTR/Copia_4	Histoplasma capsulatum HISSP-B05821	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-B05821	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-B05821	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-B05821	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-B05821	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-B05821	0
LTR/Solo	Histoplasma capsulatum HISSP-B05821	0
MITE/DTA	Histoplasma capsulatum HISSP-B05821	0
Satellite	Histoplasma capsulatum HISSP-B05821	0
DNA/DTA	Histoplasma capsulatum HISSP-11571-Belem1	0
DNA/DTC	Histoplasma capsulatum HISSP-11571-Belem1	0.002575419
DNA/DTH	Histoplasma capsulatum HISSP-11571-Belem1	0.001930311
DNA/DTM	Histoplasma capsulatum HISSP-11571-Belem1	0.008964188
DNA/DTT	Histoplasma capsulatum HISSP-11571-Belem1	0
DNA/Helitron	Histoplasma capsulatum HISSP-11571-Belem1	3.14e-4
LINE/unknown	Histoplasma capsulatum HISSP-11571-Belem1	0.002197115
LTR/Copia	Histoplasma capsulatum HISSP-11571-Belem1	0.003303263
LTR/Gypsy	Histoplasma capsulatum HISSP-11571-Belem1	0.083985105
LTR/unknown	Histoplasma capsulatum HISSP-11571-Belem1	0.085085417
Low_complexity	Histoplasma capsulatum HISSP-11571-Belem1	0.003217427
MITE/DTM	Histoplasma capsulatum HISSP-11571-Belem1	1.85e-4
Simple_repeat	Histoplasma capsulatum HISSP-11571-Belem1	0.013947413
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-11571-Belem1	4.23e-4
Unknown	Histoplasma capsulatum HISSP-11571-Belem1	0.092341016
MITE/DTC	Histoplasma capsulatum HISSP-11571-Belem1	0
MITE/DTH	Histoplasma capsulatum HISSP-11571-Belem1	0
MITE/DTT	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/TRIM	Histoplasma capsulatum HISSP-11571-Belem1	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/Copia_1	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/Copia_2	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/Copia_4	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-11571-Belem1	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-11571-Belem1	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-11571-Belem1	0
LTR/Solo	Histoplasma capsulatum HISSP-11571-Belem1	0
MITE/DTA	Histoplasma capsulatum HISSP-11571-Belem1	6.37e-5
Satellite	Histoplasma capsulatum HISSP-11571-Belem1	0
DNA/DTA	Histoplasma capsulatum HISSP-1014-Belem3	0.002148634
DNA/DTC	Histoplasma capsulatum HISSP-1014-Belem3	0.035384098
DNA/DTH	Histoplasma capsulatum HISSP-1014-Belem3	0
DNA/DTM	Histoplasma capsulatum HISSP-1014-Belem3	0.014294298
DNA/DTT	Histoplasma capsulatum HISSP-1014-Belem3	0
DNA/Helitron	Histoplasma capsulatum HISSP-1014-Belem3	0.002003823
LINE/unknown	Histoplasma capsulatum HISSP-1014-Belem3	0.001247479
LTR/Copia	Histoplasma capsulatum HISSP-1014-Belem3	2.95e-5
LTR/Gypsy	Histoplasma capsulatum HISSP-1014-Belem3	8.96e-4
LTR/unknown	Histoplasma capsulatum HISSP-1014-Belem3	0.041039949
Low_complexity	Histoplasma capsulatum HISSP-1014-Belem3	0.00302821
MITE/DTM	Histoplasma capsulatum HISSP-1014-Belem3	1.69e-4
Simple_repeat	Histoplasma capsulatum HISSP-1014-Belem3	0.012198524
TIR/Tc1_Mariner	Histoplasma capsulatum HISSP-1014-Belem3	0
Unknown	Histoplasma capsulatum HISSP-1014-Belem3	0.034600317
MITE/DTC	Histoplasma capsulatum HISSP-1014-Belem3	1.4e-4
MITE/DTH	Histoplasma capsulatum HISSP-1014-Belem3	0
MITE/DTT	Histoplasma capsulatum HISSP-1014-Belem3	1.83e-4
LTR/TRIM	Histoplasma capsulatum HISSP-1014-Belem3	0
TIR/PiggyBac	Histoplasma capsulatum HISSP-1014-Belem3	0
LTR/Copia_1	Histoplasma capsulatum HISSP-1014-Belem3	0
LTR/Copia_2	Histoplasma capsulatum HISSP-1014-Belem3	0
LTR/Copia_4	Histoplasma capsulatum HISSP-1014-Belem3	0
LTR/Gypsy_1	Histoplasma capsulatum HISSP-1014-Belem3	0
LTR/Gypsy_2	Histoplasma capsulatum HISSP-1014-Belem3	0
LTR/Gypsy_3	Histoplasma capsulatum HISSP-1014-Belem3	0
DNAauto/Helitron	Histoplasma capsulatum HISSP-1014-Belem3	0
DNAnona/Helitron	Histoplasma capsulatum HISSP-1014-Belem3	0
LTR/Solo	Histoplasma capsulatum HISSP-1014-Belem3	0
MITE/DTA	Histoplasma capsulatum HISSP-1014-Belem3	0
Satellite	Histoplasma capsulatum HISSP-1014-Belem3	0
DNA/DTA	Histoplasma capsulatum 07_12-RJ	0
DNA/DTC	Histoplasma capsulatum 07_12-RJ	0.001277395
DNA/DTH	Histoplasma capsulatum 07_12-RJ	1.1e-4
DNA/DTM	Histoplasma capsulatum 07_12-RJ	2.39e-4
DNA/DTT	Histoplasma capsulatum 07_12-RJ	0
DNA/Helitron	Histoplasma capsulatum 07_12-RJ	0.00234771
LINE/unknown	Histoplasma capsulatum 07_12-RJ	0
LTR/Copia	Histoplasma capsulatum 07_12-RJ	0
LTR/Gypsy	Histoplasma capsulatum 07_12-RJ	0.011171004
LTR/unknown	Histoplasma capsulatum 07_12-RJ	0.081171142
Low_complexity	Histoplasma capsulatum 07_12-RJ	0.004089602
MITE/DTM	Histoplasma capsulatum 07_12-RJ	2.99e-4
Simple_repeat	Histoplasma capsulatum 07_12-RJ	0.015794864
TIR/Tc1_Mariner	Histoplasma capsulatum 07_12-RJ	0
Unknown	Histoplasma capsulatum 07_12-RJ	0.057573717
MITE/DTC	Histoplasma capsulatum 07_12-RJ	3.86e-4
MITE/DTH	Histoplasma capsulatum 07_12-RJ	1.99e-5
MITE/DTT	Histoplasma capsulatum 07_12-RJ	0
LTR/TRIM	Histoplasma capsulatum 07_12-RJ	0
TIR/PiggyBac	Histoplasma capsulatum 07_12-RJ	0
LTR/Copia_1	Histoplasma capsulatum 07_12-RJ	0
LTR/Copia_2	Histoplasma capsulatum 07_12-RJ	0
LTR/Copia_4	Histoplasma capsulatum 07_12-RJ	0
LTR/Gypsy_1	Histoplasma capsulatum 07_12-RJ	0
LTR/Gypsy_2	Histoplasma capsulatum 07_12-RJ	0
LTR/Gypsy_3	Histoplasma capsulatum 07_12-RJ	0
DNAauto/Helitron	Histoplasma capsulatum 07_12-RJ	0
DNAnona/Helitron	Histoplasma capsulatum 07_12-RJ	0
LTR/Solo	Histoplasma capsulatum 07_12-RJ	0
MITE/DTA	Histoplasma capsulatum 07_12-RJ	0
Satellite	Histoplasma capsulatum 07_12-RJ	0
DNA/DTA	Histoplasma capsulatum 104_p_06	0
DNA/DTC	Histoplasma capsulatum 104_p_06	6.41e-4
DNA/DTH	Histoplasma capsulatum 104_p_06	0
DNA/DTM	Histoplasma capsulatum 104_p_06	0.00154541
DNA/DTT	Histoplasma capsulatum 104_p_06	2.81e-5
DNA/Helitron	Histoplasma capsulatum 104_p_06	0.003063818
LINE/unknown	Histoplasma capsulatum 104_p_06	0
LTR/Copia	Histoplasma capsulatum 104_p_06	2.17e-4
LTR/Gypsy	Histoplasma capsulatum 104_p_06	4.33e-4
LTR/unknown	Histoplasma capsulatum 104_p_06	0.002185322
Low_complexity	Histoplasma capsulatum 104_p_06	0.003289041
MITE/DTM	Histoplasma capsulatum 104_p_06	1.5e-5
Simple_repeat	Histoplasma capsulatum 104_p_06	0.012926615
TIR/Tc1_Mariner	Histoplasma capsulatum 104_p_06	4.07e-4
Unknown	Histoplasma capsulatum 104_p_06	0.032483169
MITE/DTC	Histoplasma capsulatum 104_p_06	0
MITE/DTH	Histoplasma capsulatum 104_p_06	0
MITE/DTT	Histoplasma capsulatum 104_p_06	0
LTR/TRIM	Histoplasma capsulatum 104_p_06	2.81e-6
TIR/PiggyBac	Histoplasma capsulatum 104_p_06	0
LTR/Copia_1	Histoplasma capsulatum 104_p_06	0
LTR/Copia_2	Histoplasma capsulatum 104_p_06	0
LTR/Copia_4	Histoplasma capsulatum 104_p_06	0
LTR/Gypsy_1	Histoplasma capsulatum 104_p_06	0
LTR/Gypsy_2	Histoplasma capsulatum 104_p_06	0
LTR/Gypsy_3	Histoplasma capsulatum 104_p_06	0
DNAauto/Helitron	Histoplasma capsulatum 104_p_06	0
DNAnona/Helitron	Histoplasma capsulatum 104_p_06	0
LTR/Solo	Histoplasma capsulatum 104_p_06	0
MITE/DTA	Histoplasma capsulatum 104_p_06	0
Satellite	Histoplasma capsulatum 104_p_06	0
DNA/DTA	Histoplasma capsulatum 117_p_12	0
DNA/DTC	Histoplasma capsulatum 117_p_12	2.85e-4
DNA/DTH	Histoplasma capsulatum 117_p_12	0
DNA/DTM	Histoplasma capsulatum 117_p_12	0.003239568
DNA/DTT	Histoplasma capsulatum 117_p_12	2.58e-5
DNA/Helitron	Histoplasma capsulatum 117_p_12	0.002259733
LINE/unknown	Histoplasma capsulatum 117_p_12	0
LTR/Copia	Histoplasma capsulatum 117_p_12	1.91e-4
LTR/Gypsy	Histoplasma capsulatum 117_p_12	4.23e-4
LTR/unknown	Histoplasma capsulatum 117_p_12	0.002820154
Low_complexity	Histoplasma capsulatum 117_p_12	0.003261046
MITE/DTM	Histoplasma capsulatum 117_p_12	8.72e-5
Simple_repeat	Histoplasma capsulatum 117_p_12	0.012832204
TIR/Tc1_Mariner	Histoplasma capsulatum 117_p_12	2.88e-4
Unknown	Histoplasma capsulatum 117_p_12	0.032367944
MITE/DTC	Histoplasma capsulatum 117_p_12	0
MITE/DTH	Histoplasma capsulatum 117_p_12	7.84e-6
MITE/DTT	Histoplasma capsulatum 117_p_12	0
LTR/TRIM	Histoplasma capsulatum 117_p_12	2.8e-6
TIR/PiggyBac	Histoplasma capsulatum 117_p_12	0
LTR/Copia_1	Histoplasma capsulatum 117_p_12	0
LTR/Copia_2	Histoplasma capsulatum 117_p_12	0
LTR/Copia_4	Histoplasma capsulatum 117_p_12	0
LTR/Gypsy_1	Histoplasma capsulatum 117_p_12	0
LTR/Gypsy_2	Histoplasma capsulatum 117_p_12	0
LTR/Gypsy_3	Histoplasma capsulatum 117_p_12	0
DNAauto/Helitron	Histoplasma capsulatum 117_p_12	0
DNAnona/Helitron	Histoplasma capsulatum 117_p_12	0
LTR/Solo	Histoplasma capsulatum 117_p_12	0
MITE/DTA	Histoplasma capsulatum 117_p_12	0
Satellite	Histoplasma capsulatum 117_p_12	0
DNA/DTA	Histoplasma capsulatum 122_p_10_B	0
DNA/DTC	Histoplasma capsulatum 122_p_10_B	3.97e-4
DNA/DTH	Histoplasma capsulatum 122_p_10_B	0
DNA/DTM	Histoplasma capsulatum 122_p_10_B	0.001990376
DNA/DTT	Histoplasma capsulatum 122_p_10_B	2.58e-5
DNA/Helitron	Histoplasma capsulatum 122_p_10_B	0.001480004
LINE/unknown	Histoplasma capsulatum 122_p_10_B	0
LTR/Copia	Histoplasma capsulatum 122_p_10_B	1.93e-4
LTR/Gypsy	Histoplasma capsulatum 122_p_10_B	3.95e-4
LTR/unknown	Histoplasma capsulatum 122_p_10_B	0.002302602
Low_complexity	Histoplasma capsulatum 122_p_10_B	0.003311206
MITE/DTM	Histoplasma capsulatum 122_p_10_B	1.49e-5
Simple_repeat	Histoplasma capsulatum 122_p_10_B	0.012884635
TIR/Tc1_Mariner	Histoplasma capsulatum 122_p_10_B	8.31e-4
